061,027,0,,61Co,-62898.1,0.8,,,,1.649,h,0.005,7/2-,15,,1947,B-=100
061,028,0,,61Ni,-64221.9,0.4,,,,stbl,,,3/2-,15,,1934,IS=1.1399 13
061,029,0,,61Cu,-61984.1,1,,,,3.339,h,0.008,3/2-*,15,10Vi07j,1937,B+=100
061,029,8,,61Cui,-55610,7,6374,7,RQ,,,,3/2- frgT=5/2,,,,
061,030,0,,61Zn,-56349,16,,,,89.1,s,0.2,3/2-,15,,1955,B+=100
061,030,8,W,61Zni,-53190#,100#,3160#,100#,,,,,3/2-#   T=3/2,,,,
061,030,9,W,61Znj,-46360,70,9990,70,,,,,3/2-    T=5/2,15,,,
061,031,0,,61Ga,-47130,40,,,,167,ms,3,3/2-,15,,1987,B+=100;B+p<0.25
061,031,1,W,61Gam,-47040#,110#,90#,100#,,,,,1/2-#,,Mirrori,,
061,031,8,,61Gai,-43780,30,3360,50,p,,,,(3/2-)  T=3/2,15,,1987,p=100
061,032,0,,61Ge,-33360#,300#,,,,44,ms,6,3/2-#,15,,1987,B+=100;B+p>62
061,033,0,,61As,-16900#,300#,,,,,,,3/2-#,,Mirrori,,p ?
062,022,0,,62Ti,-12500#,400#,,,,10#,ms,>620ns,0+,12,,2009,B- ?;B-n=4#;B-2n=0.1#
062,023,0,,62V,-25480#,300#,,,,33.6,ms,2.3,3+#,12,,1997,B-=100;B-n=20#;B-2n=0.5#
062,024,0,,62Cr,-40890,150,,,,206,ms,12,0+,12,,1985,B-=100;B-n=1#
062,025,0,,62Mn,-48524,7,,,*,92,ms,13,1+,12,15He28j,1983,B-=100;B-n=0.03#
062,025,1,,62Mnm,-48181,2.6,343,6,IT*,671,ms,5,4+,12,15He28j,1983,B-=100;B-n=0.03#;IT ?
062,026,0,,62Fe,-58878,2.8,,,,68,s,2,0+,12,,1975,B-=100
062,027,0,,62Co,-61424,19,,,,1.54,m,0.1,(2)+,12,,1949,B-=100
062,027,1,W,62Com,-61402,20,22,5,,13.86,m,0.09,(5)+,12,,1957,B->99;IT<1
062,028,0,,62Ni,-66746.3,0.4,,,,stbl,,,0+,12,,1934,IS=3.6346 40
062,029,0,,62Cu,-62787.4,0.6,,,,9.67,m,0.03,1+*,12,10Vi07j,1936,B+=100
062,029,8,,62Cui,-58174,6,4614,6,RQ,,,,(0)+    T=3,12,,,
062,030,0,,62Zn,-61168,0.6,,,,9.193,h,0.015,0+,12,,1948,B+=100
062,031,0,,62Ga,-51986.9,0.6,,,,116.121,ms,0.021,0+      T=1,12,,1978,B+=100
062,031,9,W,62Gaj,-51415.7,0.6,571.2,0.1,,,,,1(+)    T=2,12,98Vi06ej,1998,IT=100
062,032,0,,62Ge,-41740#,140#,,,,129,ms,35,0+,12,,1991,B+=100;B+p ?
062,033,0,,62As,-24320#,300#,,,,,,,1+#,,,,p=100#
063,022,0,,63Ti,-5750#,500#,,,,3#,ms,>620ns,1/2-#,9,09Ta24i,2009,B- ?;B-n=7#;B-2n=4#
063,023,0,,63V,-21890#,400#,,,,19.6,ms,0.9,"(3/2-,5/2-)",9,14Su07tj,1997,B-=100;B-n>35;B-2n=0.2#
063,024,0,,63Cr,-36010,360,,,,129,ms,2,1/2-#,9,,1992,B-=100;B-n=1#
063,025,0,,63Mn,-46887,4,,,,275,ms,4,5/2-*,9,15Ba49j,1985,B-=100;B-n=0.2#
063,026,0,,63Fe,-55636,4,,,,6.1,s,0.6,(5/2-),9,,1980,B-=100
063,027,0,,63Co,-61851,19,,,,26.9,s,0.4,7/2-,9,94It.At,1960,B-=100
063,028,0,,63Ni,-65512.8,0.4,,,,101.2,y,1.5,1/2-,9,,1951,B-=100
063,028,1,W,63Nim,-65425.7,0.4,87.15,0.11,,1.67,us,0.03,5/2-,9,,1978,IT=100
063,029,0,,63Cu,-65579.8,0.4,,,,stbl,,,3/2-*,9,10Vi07j,1923,IS=69.15 15
063,030,0,,63Zn,-62213.4,1.6,,,,38.47,m,0.05,3/2-,9,,1937,B+=100
063,030,8,,63Zni,-56723,6,5490,6,RQ,,,,3/2-    T=5/2,9,,,
063,031,0,,63Ga,-56547.1,1.3,,,,32.4,s,0.5,3/2(-),9,12Pr11j,1965,B+=100
063,032,0,,63Ge,-46920,40,,,,142,ms,8,3/2-#,9,02Lo13td,1991,B+=100;B+p ?
063,033,0,,63As,-33500#,200#,,,,,,<43ns,3/2-#,9,,,p=100#
064,022,0,,64Ti,-1030#,600#,,,,4#,ms,>620ns,0+,13,,2013,B- ?;B-n=90#;B-2n=2#
064,023,0,,64V,-16320#,400#,,,,15,ms,2,"(1,2)",14,,1997,B-=100;B-n=30#;B-2n=4#
064,023,1,W,64Vxm,-16240#,400#,81,0.7,,<1,us,,,14,,2014,IT~100
064,024,0,,64Cr,-33480,440,,,,43,ms,1,0+,14,,1992,B-=100;B-n=2#
064,025,0,,64Mn,-42989,4,,,,88.8,ms,2.4,1+,7,11Da08t,1985,B-=100;B-n=33 2
064,025,1,W,64Mnm,-42815,4,174.1,0.5,,439,us,31,(4+),7,10Da06e,1998,IT=100
064,026,0,,64Fe,-54970,5,,,,2,s,0.2,0+,7,,1980,B-=100
064,027,0,,64Co,-59792,20,,,,300,ms,30,1+,7,,1969,B-=100
064,027,1,,64Com,-59686,4,107,20,MD,300#,ms,,5+#,,08Bl05e,2008,B- ?;IT ?
064,028,0,,64Ni,-67098.9,0.5,,,,stbl,,,0+,7,,1935,IS=0.9255 19
064,029,0,,64Cu,-65424.5,0.4,,,,12.7,4 h,0.002,1+*,7,12Be04td,1936,B+=61.52 26;B-=38.48 26
064,029,8,W,64Cui,-58599,6,6826,6,,,,,0+  frg T=4,7,71Be29e,,
064,030,0,,64Zn,-66004,0.6,,,,stbl,,>8.9Ey,0+,7,,1922,IS=49.17 75;2B+ ?
064,031,0,,64Ga,-58832.8,1.4,,,,2.627,m,0.012,0(+#),7,,1953,B+=100
064,031,1,W,64Gam,-58790,1.4,42.85,0.08,,21.9,us,0.7,(2+),7,,1999,IT=100
064,031,8,,64Gai,-56925.8,2.5,1907,2.2,RQ,,,,(0+)    T=2,7,,,
064,032,0,,64Ge,-54315,4,,,,63.7,s,2.5,0+,7,,1972,B+=100
064,033,0,,64As,-39530#,200#,,,,40,ms,30,0+#,7,,1995,B+=100;B+p ?
064,034,0,,64Se,-26700#,500#,,,,30#,ms,>180ns,0+,7,,2005,B+ ?;B+p ?
065,023,0,,65V,-11780#,500#,,,,10#,ms,>620ns,5/2-#,10,09Ta24i,2009,B- ?;B-n=40#;B-2n=1#
065,024,0,,65Cr,-28220#,300#,,,,27.5,ms,2.1,1/2-#,10,11Da08t,1997,B-=100;B-n=5#;B-2n=0.3#
065,025,0,,65Mn,-40967,4,,,,91.9,ms,0.7,(5/2-),10,13Ol06tj,1985,B-=100;B-n=7#
065,026,0,,65Fe,-51218,5,,,,810,ms,50,(1/2-),10,13Ol06d,1980,B-=100;B-n=7.9 12
065,026,1,W,65Fem,-50824,5,393.7,0.2,,1.12,s,0.15,(9/2+),10,13Ol06e,2008,B- ?
065,026,2,W,65Fen,-50820,5,397.6,0.2,,420,ns,13,(5/2+),10,13Ol06ej,1998,IT=100
065,027,0,,65Co,-59185.2,2.1,,,,1.16,s,0.03,(7/2)-,10,,1978,B-=100
065,028,0,,65Ni,-65125.7,0.5,,,,2.517,5 h,0.0005,5/2-,10,,1946,B-=100
065,028,1,W,65Nim,-65062.3,0.5,63.37,0.05,,69,us,3,1/2-,10,,1978,IT=100
065,029,0,,65Cu,-67263.7,0.6,,,,stbl,,,3/2-*,10,10Vi07j,1923,IS=30.85 15
065,030,0,,65Zn,-65912,0.6,,,,243.93,d,0.09,5/2-,10,,1939,B+=100
065,030,1,W,65Znm,-65858.1,0.6,53.928,0.01,,1.6,us,0.6,1/2-,10,FGK149j,,IT=100
065,031,0,,65Ga,-62657.5,0.8,,,,15.2,m,0.2,3/2-,10,,1938,B+=100
065,032,0,,65Ge,-56478.2,2.2,,,,30.9,s,0.5,3/2-,10,,1972,B+=100;B+p=0.011 3
065,033,0,,65As,-46940,80,,,,170,ms,30,3/2-#,10,02Lo13t,1991,B+=100;B+p ?
065,033,8,,65Asi,-43451,17,3490,90,p,,,,(3/2-)  T=3/2,10,11Ro47j,1993,p=100
065,034,0,,65Se,-33020#,300#,,,,33,ms,4,3/2-#,10,11Ro47t,1993,B+=100;B+p=?
066,023,0,,66V,-5610#,500#,,,,5#,ms,>620ns,,10,09Ta24i,2009,B- ?;B-n=20#;B-2n=40#
066,024,0,,66Cr,-24720#,400#,,,,23.8,ms,1.8,0+,15,11Li50t,1997,B-=100;B-n=7#;B-2n=0#
066,025,0,,66Mn,-36750,11,,,,64.2,ms,0.8,(1+),10,11Pa.Atd,1992,B-=100;B-n=8.4 9;B-2n=0.2#
066,025,1,W,66Mnm,-36286,11,464.5,0.4,,780,us,40,(5-),,11Li50etj,2005,IT~100;B- ?
066,026,0,,66Fe,-50068,4,,,,351,ms,6,0+,10,12Li02t,1985,B-=100;B-n=0#
066,027,0,,66Co,-56409,14,,,,194,ms,17,(1+),10,12Li02j,1985,B-=100;B-n=0#
066,027,1,W,66Com,-56234,14,175.1,0.3,,1.21,us,0.01,(3+),10,12Li02ej,1998,IT=100
066,027,2,W,66Con,-55767,15,642,5,,>100,us,,(8-),10,98Gr14e,1998,IT=100
066,028,0,,66Ni,-66006.3,1.4,,,,54.6,h,0.3,0+,10,,1948,B-=100
066,029,0,,66Cu,-66258.3,0.7,,,,5.12,m,0.014,1+*,10,10Vi07j,1937,B-=100
066,029,1,W,66Cum,-65104.1,1.6,1154.2,1.4,,600,ns,17,(6)-,10,11Lo01t,1972,IT=100
066,030,0,,66Zn,-68899.2,0.7,,,,stbl,,,0+,10,,1922,IS=27.73 98
066,031,0,,66Ga,-63723.7,1.1,,,,9.304,h,0.008,0+,10,10Se16t,1937,B+=100
066,031,8,,66Gai,-59874,6,3850,6,RQ,,,,0+      T=3,,,,
066,032,0,,66Ge,-61607,2.4,,,,2.26,h,0.05,0+,10,,1950,B+=100
066,033,0,,66As,-52025,6,,,,95.77,ms,0.23,0+      T=1,10,MMC156j,1978,B+=100
066,033,1,W,66Asm,-50668,6,1356.63,0.17,,1.14,us,0.04,5+,10,13Ru10tj,1995,IT=100
066,033,2,W,66Asn,-49001,6,3023.8,0.3,,7.98,us,0.26,9+,10,13Ru10tj,1998,IT=100
066,034,0,,66Se,-41660#,200#,,,,33,ms,12,0+,10,02Lo13td,1993,B+=100;B+p ?
067,023,0,,67V,-650#,600#,,,,2#,ms,>620ns,5/2-#,13,,2013,B- ?;B-n=60#;B-2n=3#
067,024,0,,67Cr,-18680#,400#,,,,10#,ms,>300ns,1/2-#,5,97Be70i,1997,B- ?;B-n=10#;B-2n=1#
067,025,0,,67Mn,-33460#,300#,,,,46.7,ms,2.3,5/2-#,5,11Da08td,1997,B-=100;B-n=10 5;B-2n=0.01#
067,026,0,,67Fe,-45610,270,,,,394,ms,9,(1/2-),5,02So.Atd,1985,B-=100;B-n=1#
067,026,1,W,67Fem,-45210,270,402,9,,64,us,17,"(5/2+,7/2+)",5,11Da08ej,1998,IT=100
067,026,2,W,67Fen,-45160#,290#,450#,100#,,75,us,21,(9/2+),,08Bl05tj,2008,IT=100
067,027,0,,67Co,-55322,6,,,,329,ms,28,(7/2-),5,08Pa33tj,1985,B-=100;B-n=0.04#
067,027,1,W,67Com,-54830,6,491.6,1,,496,ms,33,(1/2-),,09Pa16e,2008,IT>80;B- ?
067,028,0,,67Ni,-63742.7,2.9,,,,21,s,1,1/2-,5,00Ri14j,1978,B-=100
067,028,1,W,67Nim,-62736.1,2.9,1006.6,0.2,,13.34,us,0.19,9/2+,5,14Di08etj,1998,IT=100
067,029,0,,67Cu,-67319.5,0.9,,,,61.83,h,0.12,3/2-*,5,,1948,B-=100
067,030,0,,67Zn,-67880.3,0.8,,,,stbl,,,5/2-,5,,1928,IS=4.04 16
067,030,1,W,67Znm,-67787,0.8,93.312,0.005,,9.19,us,0.06,1/2-,5,15Ch57t,1972,IT=100
067,030,2,W,67Znn,-67275.8,0.8,604.48,0.05,,333,ns,14,9/2+,5,,1973,IT=100
067,031,0,,67Ga,-66879,1.2,,,,3.261,7 d,0.0005,3/2-,5,,1938,EC=100
067,032,0,,67Ge,-62658,5,,,,18.9,m,0.3,1/2-,5,,1950,B+=100
067,032,1,W,67Gem,-62640,5,18.2,0.05,,13.7,us,0.9,5/2-,5,,1978,IT=100
067,032,2,W,67Gen,-61906,5,751.7,0.06,,109.1,ns,3.8,9/2+,5,00Ch07t,1973,IT=100
067,033,0,,67As,-56587.2,0.4,,,,42.5,s,1.2,(5/2-),5,,1980,B+=100
067,034,0,,67Se,-46580,70,,,,133,ms,11,5/2-#,5,95Bl23t,1991,B+=100;B+p=0.5 1
067,035,0,,67Br,-32790#,400#,,,,,,,1/2-#,,,,p ?
068,024,0,,68Cr,-14800#,500#,,,,5#,ms,>620ns,0+,12,09Ta24i,2009,B- ?;B-n=10#;B-2n=0.1#
068,025,0,,68Mn,-28380#,400#,,,,33.7,ms,1.5,>3,12,15Be32t,1995,B-=100;B-n=10#;B-2n=2#
068,026,0,,68Fe,-43490,370,,,,188,ms,4,0+,12,,1985,B-=100;B-n>0
068,027,0,,68Co,-51930,190,,,*,200,ms,20,(7-),12,,1985,B-=100;B-n=1#
068,027,1,W,68Com,-51780#,240#,150#,150#,*,1.6,s,0.3,(1+),12,,1998,B-=100
068,027,2,W,68Con,-51740#,240#,195#,150#,*,101,ns,10,"(0,1)",12,10Da06t,2010,IT=100
068,028,0,,68Ni,-63463.8,3,,,,29,s,2,0+,12,,1977,B-=100
068,028,1,W,68Nim,-61860,3,1603.52,0.27,,270,ns,5,0+,12,15Fl01e,,4.IT=100
068,028,2,W,68Nin,-60615,3,2849.1,0.3,,850,us,30,-5,12,15Wi02t,1995,IT=100
068,029,0,,68Cu,-65567,1.6,,,,30.9,s,0.6,1+*,12,10Vi07j,1953,B-=100
068,029,1,W,68Cum,-64845.7,1.6,721.26,0.08,,3.75,m,0.05,6-*,12,10Vi07j,1969,IT=86 2;B-=14 2
068,030,0,,68Zn,-70007.1,0.8,,,,stbl,,,0+,12,,1922,IS=18.45 63
068,031,0,,68Ga,-67086,1.4,,,,67.845,m,0.018,1+,12,14Ga09t,1937,B+=100
068,032,0,,68Ge,-66978.8,1.9,,,,270.93,d,0.13,0+,12,,1948,EC=100
068,033,0,,68As,-58894.5,1.8,,,,151.6,s,0.8,3+,12,,1971,B+=100
068,033,1,W,68Asm,-58469.4,1.8,425.1,0.2,,111,ns,20,1+,12,,1994,IT=100
068,034,0,,68Se,-54189.4,0.5,,,,35.5,s,0.7,0+,12,,1990,B+=100
068,035,0,,68Br,-38790#,260#,,,,,,<1.5us,3+#,12,95Bl06i,,p ?
069,024,0,,69Cr,-8580#,500#,,,,2#,ms,>620ns,7/2+#,14,,2013,B- ?;B-n=20#;B-2n=6#
069,025,0,,69Mn,-24770#,400#,,,,22.1,ms,1.6,5/2-#,14,15Be32td,1995,B-=100;B-n=50 20;B-2n=0.4#
069,026,0,,69Fe,-39030#,400#,,,,108.2,ms,4.5,1/2-#,14,13Ma87t,1992,B-=100;B-n=7#;B-2n=0#
069,027,0,,69Co,-50280,140,,,,180,ms,20,7/2-#,14,15Li33t,1985,B-=100;B-n=1#
069,027,1,W,69Com,-49780#,240#,500#,200#,,750,ms,250,1/2-#,,15Li33td,2015,B-=100
069,028,0,,69Ni,-59979,4,,,,11.4,s,0.3,(9/2+),14,,1984,B-=100
069,028,1,W,69Nim,-59658,4,321,2,,3.5,s,0.4,(1/2-),14,,1998,B-~100;IT<0.01
069,028,2,W,69Nin,-57279,4,2700,1,,439,ns,3,(17/2-),14,,1998,IT=100
069,029,0,,69Cu,-65736.2,1.4,,,,2.85,m,0.15,3/2-*,14,10Vi07j,1966,B-=100
069,029,1,W,69Cum,-62994.2,1.6,2742,0.7,,357,ns,2,(13/2+),14,,1997,IT=100
069,030,0,,69Zn,-68417.8,0.8,,,,56.4,m,0.9,1/2-,14,,1937,B-=100
069,030,1,W,69Znm,-67979.2,0.8,438.636,0.018,,13.756,h,0.018,9/2+,14,,1970,IT~100;B-=0.033 3
069,031,0,,69Ga,-69327.8,1.2,,,,stbl,,,3/2-,14,,1923,IS=60.108 9
069,032,0,,69Ge,-67100.7,1.3,,,,39.05,h,0.1,5/2-,14,,1938,B+=100
069,032,1,W,69Gem,-67013.9,1.3,86.76,0.02,,5.1,us,0.2,1/2-,14,,1978,IT=100
069,032,2,W,69Gen,-66702.8,1.3,397.94,0.02,,2.81,us,0.05,9/2+,14,,1978,IT=100
069,033,0,,69As,-63110,30,,,,15.2,m,0.2,5/2-,14,,1955,B+=100
069,034,0,,69Se,-56434.7,1.5,,,,27.4,s,0.2,1/2-,14,,1974,B+=100;B+p=0.045 10
069,034,1,W,69Sem,-56395.9,1.5,38.85,0.22,,2,us,0.2,5/2-,14,,1988,IT=100
069,034,2,W,69Sen,-55860.7,1.6,574,0.4,,955,ns,16,9/2+,14,00Ch07t,1988,IT=100
069,035,0,,69Br,-46260,40,,,*,<24,ns,,(5/2-),15,,1988,p=100
069,035,1,W,69Brm,-46220#,110#,40#,100#,*,,,,5/2-#,,Mirrori,,
069,035,2,W,69Brn,-45690#,110#,570#,100#,,,,,9/2+#,,Mirrori,,
069,035,8,,69Bri,-42771,19,3490,50,p,,,,(5/2-)  T=3/2,14,11Ro47i,2011,p=100
069,036,0,,69Kr,-32440#,400#,,,,28,ms,1,(5/2-),15,14De41d,1995,B+=100;B+p=55 7
070,024,0,,70Cr,-4480#,600#,,,,1#,ms,>620ns,0+,13,,2013,B- ?;B-n=40#;B-2n=2#
070,025,0,,70Mn,-19500#,500#,,,,19.9,ms,1.7,,9,15Be32td,2009,B-=100;B-n=20#;B-2n=7#
070,026,0,,70Fe,-36510#,400#,,,,63,ms,4.5,0+,4,13Ma87t,1997,B-=100;B-n=10#
070,027,0,,70Co,-46630#,300#,,,*,112,ms,7,"(6-,7-)",16,,1985,B-=100;B-n=3#;B-2n=0#
070,027,1,W,70Com,-46430#,360#,200#,200#,*,470,ms,50,3+#,16,,1998,B-~100;IT ?;B-n=3#;B-2n=0#
070,028,0,,70Ni,-59213.9,2.1,,,,6,s,0.3,0+,4,,1987,B-=100
070,028,1,W,70Nim,-56353.9,2.9,2860,2,,232,ns,1,(8+),4,,1997,IT=100
070,029,0,,70Cu,-62976.4,1.1,,,,44.5,s,0.2,6-*,4,10Vi07j,1971,B-=100
070,029,1,W,70Cum,-62875.3,1.1,101.1,0.3,,33,s,2,3-*,4,10Vi07j,2002,B-=52 9;IT=48 9
070,029,2,W,70Cun,-62733.8,1.2,242.6,0.5,,6.6,s,0.2,1+*,4,10Vi07j,1971,B-=93.2 9;IT=6.8 9
070,030,0,,70Zn,-69564.7,1.9,,,,stbl,,,0+,4,,1922,IS=0.61 10;2B- ?
070,031,0,,70Ga,-68910.1,1.2,,,,21.14,m,0.03,1+,4,,1937,B-~100;EC=0.41 6
070,032,0,,70Ge,-70561.9,0.8,,,,stbl,,,0+,4,,1923,IS=20.57 27
070,033,0,,70As,-64340,50,,,,52.6,m,0.3,4+,4,,1950,B+=100
070,033,1,W,70Asm,-64310,50,32.008,0.002,,96,us,3,2+,4,,1979,IT=100
070,034,0,,70Se,-61929.9,1.6,,,,41.1,m,0.3,0+,4,,1950,B+=100
070,035,0,,70Br,-51426,15,,,,79.1,ms,0.8,0+      T=1,4,,1978,B+=100;B+p ?
070,035,1,W,70Brm,-49134,15,2292.3,0.8,,2.2,s,0.2,9+,4,,1981,B+=?;IT ?;B+p ?
070,036,0,,70Kr,-41100#,200#,,,,52,ms,17,0+,4,,1995,B+=100;B+p<1.3
071,025,0,,71Mn,-15570#,500#,,,,5#,ms,>400ns,5/2-#,10,10Oh02i,2010,B- ?;B-n=30#;B-2n=3#
071,026,0,,71Fe,-31430#,400#,,,,33.7,ms,3.8,7/2+#,10,13Ma87t,1997,B-=100;B-n=10#;B-2n=0.3#
071,027,0,,71Co,-44370,470,,,,80,ms,3,(7/2-),10,12Ra10tjd,1992,B-=100;B-n=3 1
071,028,0,,71Ni,-55406.2,2.2,,,,2.56,s,0.03,(9/2+),10,,1987,B-=100
071,028,1,W,71Nim,-55406,2.3,499,5,,2.3,s,0.3,(1/2-),10,,2009,B-=100
071,029,0,,71Cu,-62711.1,1.5,,,,19.4,s,1.4,3/2-*,10,10Vi07j,1983,B-=100
071,029,1,W,71Cum,-59955.4,1.6,2755.7,0.6,,271,ns,13,(19/2-),10,98Gr14tj,1998,IT=100
071,030,0,,71Zn,-67328.8,2.7,,,,2.45,m,0.1,1/2-,10,,1955,B-=100
071,030,1,,71Znm,-67171.1,2.4,157.7,1.3,MD,4.125,h,0.007,9/2+,10,12Re05t,1958,B-~100;IT LE 0.05
071,031,0,,71Ga,-70139.1,0.8,,,,stbl,,,3/2-,10,,1923,IS=39.892 9
071,032,0,,71Ge,-69906.5,0.8,,,,11.43,d,0.03,1/2-,10,,1941,EC=100
071,032,1,W,71Gem,-69708.1,0.8,198.354,0.014,,20.41,ms,0.18,9/2+,10,,1959,IT=100
071,033,0,,71As,-67893,4,,,,65.3,h,0.07,5/2-,10,,1939,B+=100
071,034,0,,71Se,-63146.5,2.8,,,,4.74,m,0.05,(5/2-),10,,1957,B+=100
071,034,1,W,71Sem,-63097.7,2.8,48.79,0.05,,5.6,us,0.7,(1/2-),10,,1982,IT=100
071,034,2,W,71Sen,-62886,2.8,260.48,0.1,,19,us,0.5,(9/2+),10,,1982,IT=100
071,035,0,,71Br,-56502,5,,,,21.4,s,0.6,(5/2)-,10,,1981,B+=100
071,036,0,,71Kr,-46330,130,,,,100,ms,3,(5/2)-,10,,1981,B+=100;B+p=2.1 7
071,037,0,,71Rb,-32060#,400#,,,*,,,,5/2-#,,,,p ?
071,037,1,W,71Rbm,-32010#,410#,50#,100#,*,,,,1/2-#,,Mirrori,,
071,037,2,W,71Rbn,-31800#,410#,260#,100#,,,,,9/2+#,,Mirrori,,
072,025,0,,72Mn,-9900#,600#,,,,2#,ms,>620ns,,13,,2013,B- ?;B-n=50#;B-2n=10#
072,026,0,,72Fe,-28430#,500#,,,,19,ms,4,0+,10,13Ma87td,1997,B-=?;B-n=10#;B-2n=0#
072,027,0,,72Co,-40200#,400#,,,,52.5,ms,0.3,"(6-,7-)",10,16Mo07t,1992,B-=100;B-n>6 2;B-2n=0.2#
072,027,1,W,72Com,-40000#,450#,200#,200#,*,47.8,ms,0.5,"(0+,1+)",,16Mo07tj,2016,B-=100
072,028,0,,72Ni,-54226.1,2.2,,,,1.57,s,0.05,0+,10,,1987,B-=100;B-n=0#
072,029,0,,72Cu,-59783,1.4,,,,6.63,s,0.03,2-*,10,10Vi07j,1983,B-=100
072,029,1,W,72Cum,-59512.7,1.7,270.3,1,,1.76,us,0.03,(6-),10,,1998,IT=100
072,030,0,,72Zn,-68145.5,2.1,,,,46.5,h,0.1,0+,10,,1951,B-=100
072,031,0,,72Ga,-68588.3,0.8,,,,14.025,h,0.01,-3,10,12Kr07t,1939,B-=100
072,031,1,W,72Gam,-68468.6,0.8,119.66,0.05,,39.68,ms,0.13,(0+)    T=1,10,,1968,IT=100
072,032,0,,72Ge,-72585.9,0.08,,,,stbl,,,0+,10,,1923,IS=27.45 32
072,032,1,W,72Gem,-71894.47,0.09,691.43,0.04,,444.2,ns,0.8,0+,10,,1984,IT=100
072,033,0,,72As,-68230,4,,,,26,h,0.1,-2,10,,1939,B+=100
072,034,0,,72Se,-67868.2,2,,,,8.4,d,0.08,0+,10,,1948,EC=100
072,035,0,,72Br,-59061.7,1,,,,78.6,s,2.4,1+,10,,1970,B+=100
072,035,1,W,72Brm,-58960.9,1,100.76,0.15,,10.6,s,0.3,(3-),10,,1980,IT~100;B+=?
072,036,0,,72Kr,-53941,8,,,,17.16,s,0.18,0+,10,03Pi03t,1973,B+=100
072,037,0,,72Rb,-38330#,500#,,,*,,,<1.5us,1+#,,95Bl06i,,p ?
072,037,1,W,72Rbm,-38230#,510#,100#,100#,*,,,,3-#,,,,p ?
073,026,0,,73Fe,-22900#,500#,,,,12.9,ms,1.6,7/2+#,16,,2010,B- ?;B-n=20#;B-2n=4#
073,027,0,,73Co,-37420#,400#,,,,40.7,ms,1.3,7/2-#,16,12Ra10d,1995,B-=100;B-n=9 4;B-2n=0.01#
073,028,0,,73Ni,-50108.2,2.4,,,,840,ms,30,(9/2+),16,,1987,B-=100;B-n=0.3#
073,029,0,,73Cu,-58987.4,1.9,,,,4.2,s,0.3,3/2-*,4,10Vi07j,1983,B-=100;B-n=0#
073,030,0,,73Zn,-65593.4,1.9,,,,23.5,s,1,(1/2)-,4,,1972,B-=100
073,030,1,W,73Znm,-65397.9,1.9,195.5,0.2,,13,ms,0.2,(5/2+),4,,1985,IT=100
073,030,2,W,73Znn,-65355.8,2.8,237.6,2,EU,5.8,s,0.8,(9/2+),4,,1998,IT=?;B-=?
073,031,0,,73Ga,-69699.3,1.7,,,,4.86,h,0.03,1/2-,4,11Ch16j,1949,B-=100
073,032,0,,73Ge,-71297.52,0.06,,,,stbl,,,9/2+,4,,1933,IS=7.75 12
073,032,1,W,73Gem,-71284.24,0.06,13.284,5  0.0015,,2.92,us,0.03,5/2+,4,,1975,IT=100
073,032,2,W,73Gen,-71230.79,0.06,66.726,0.009,,499,ms,11,1/2-,4,,1957,IT=100
073,033,0,,73As,-70953,4,,,,80.3,d,0.06,3/2-,4,,1948,EC=100
073,033,1,W,73Asm,-70525,4,427.906,0.021,,5.7,us,0.2,9/2+,4,,1956,IT=100
073,034,0,,73Se,-68227,7,,,,7.15,h,0.08,9/2+,4,,1948,B+=100
073,034,1,W,73Sem,-68201,7,25.71,0.04,,39.8,m,1.3,3/2-,4,,1960,IT=72.6 3;B+=27.4 3
073,035,0,,73Br,-63647,7,,,,3.4,m,0.2,1/2-,4,,1970,B+=100
073,036,0,,73Kr,-56552,7,,,,27.3,s,1,3/2-,4,,1972,B+=100;B+p=0.25 3
073,036,1,W,73Krm,-56118,7,433.66,0.12,,107,ns,10,(9/2+),4,,1993,IT=100
073,037,0,,73Rb,-46080#,200#,,,,,,<30ns,3/2-#,4,96Pf01i,,p ?
073,037,1,W,73Rbm,-45650#,220#,430#,100#,,,,,9/2+#,,Mirrori,,
073,037,8,,73Rbi,-42850,40,3230#,200#,p,,,,1/2-    T=3/2,,93Ba61jd,1993,p=100
073,038,0,,73Sr,-31950#,400#,,,,>25,ms,,1/2-#,4,,1993,B+=100;B+p=?
074,026,0,,74Fe,-19590#,600#,,,,2#,ms,>400ns,0+,10,10Oh02i,2010,B- ?;B-n=30#;B-2n=2#
074,027,0,,74Co,-32820#,500#,,,,31.3,ms,1.3,,6,05Ma95td,1995,B-=100;B-n>26 9;B-2n=1#
074,028,0,,74Ni,-48460#,200#,,,,507.7,ms,4.6,0+,6,14Xu07t,1987,B-=100;B-n=5#
074,029,0,,74Cu,-56006,6,,,,1.63,s,0.05,2-*,6,10Vi07j,1987,B-=100;B-n=40#
074,030,0,,74Zn,-65756.7,2.5,,,,95.6,s,1.2,0+,6,,1972,B-=100
074,031,0,,74Ga,-68049.6,3,,,,8.12,m,0.12,(3-),6,13Ma15j,1956,B-=100
074,031,1,W,74Gam,-67990,3,59.571,0.014,,9.5,s,1,(0)(+#),6,,1974,IT=75 25;B- ?
074,032,0,,74Ge,-73422.442,0.013,,,,stbl,,,0+,6,,1923,IS=36.50 20
074,033,0,,74As,-70860.1,1.7,,,,17.77,d,0.02,-2,6,,1938,B+=66 2;B-=34 2
074,034,0,,74Se,-72213.201,0.015,,,,stbl,,>15Ey,0+,6,15Je02t,1922,IS=0.89 4;2B+ ?
